Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST3339076,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339578,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339458,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339474,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339408,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339437,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339229,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339275,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3288937,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3187965,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3019730,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3019701,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3018860,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST5333954,Yes,Yes,No,Contract Signed,LE Irrigation,0
EST3277343,Yes,Yes,No,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3015782,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3015527,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3015659,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2948973,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2949012,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2949024,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3307342,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3017119,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3019426,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3347950,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST5916009,Yes,Yes,No,Estimate In Progress,Snow,0
EST5916012,Yes,Yes,No,Estimate In Progress,Snow,0
EST5916013,Yes,Yes,No,Estimate In Progress,Snow,0
EST5916014,Yes,Yes,No,Estimate In Progress,Snow,0
EST5916010,Yes,Yes,No,Estimate In Progress,Snow,0
EST5913489,Yes,Yes,No,Estimate In Progress,Snow,0
EST5913491,Yes,Yes,No,Estimate In Progress,Snow,0
EST5912736,Yes,Yes,No,Client Proposal Phase,LE Tree Care,146.64
EST5912709,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5912686,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5912131,Yes,Yes,No,Estimate In Progress,Snow,0
EST5911032,Yes,Yes,No,Estimate In Progress,LE Paving,1320
EST5911674,Yes,Yes,No,Client Proposal Phase,LE Tree Care,48.88
EST5911696,Yes,Yes,No,Client Proposal Phase,LE Tree Care,48.88
EST5911714,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5911732,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5911019,Yes,Yes,No,Estimate In Progress,Snow,0
EST5910921,Yes,Yes,No,Estimate In Progress,Snow,0
EST5909176,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5908453,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5907612,Yes,Yes,No,Client Proposal Phase,LE Irrigation,0
EST5907127,Yes,Yes,No,Client Proposal Phase,LE Irrigation,0
EST3441683,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3441685,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5902951,Yes,Yes,No,Estimate In Progress,Snow,0
EST5900155,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST5900056,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST3430922,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5896942,Yes,Yes,No,Estimate In Progress,Snow,0
EST5896955,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897118,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897183,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897248,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897277,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897283,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897299,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897310,Yes,Yes,No,Estimate In Progress,Snow,0
EST5897347,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895758,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895752,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895754,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895755,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895756,Yes,Yes,No,Estimate In Progress,Snow,0
EST5895757,Yes,Yes,No,Estimate In Progress,Snow,0
EST5894495,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892414,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892416,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892409,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892411,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892412,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892413,Yes,Yes,No,Estimate In Progress,Snow,0
EST5892497,Yes,Yes,No,Estimate In Progress,Snow,0
EST5887066,Yes,Yes,No,Estimate In Progress,Snow,3300
EST5887341,Yes,Yes,Yes,Contract Signed,LE Maintenance Enchancements,0
EST5886087,Yes,Yes,No,Client Proposal Phase,LE Tree Care,73.32
EST3414942,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5884162,Yes,Yes,No,Estimate On Hold,LE Tree Care,12.22
EST5884969,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5883387,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST3407708,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3407631,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3406778,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3406686,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5875732,Yes,Yes,No,Estimate In Progress,LE Landscapes,1951.06
EST5875765,Yes,Yes,No,Estimate In Progress,LE Landscapes,1951.06
EST3405716,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3405730,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5873370,Yes,Yes,No,Client Proposal Phase,LE Tree Care,809.12
EST5872391,Yes,Yes,No,Client Proposal Phase,LE Tree Care,146.64
EST5872343,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5873540,Yes,Yes,Yes,Work Complete,LE Tree Care,12.22
EST5872593,Yes,Yes,Yes,Contract Signed,LE Irrigation,111.11
EST5873326,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5873463,Yes,Yes,No,Client Proposal Phase,LE Tree Care,0
EST5871511,Yes,Yes,No,Client Proposal Phase,LE Irrigation,3781.41
EST5871568,Yes,Yes,No,Client Proposal Phase,LE Irrigation,3781.41
EST5871658,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST5871510,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST5871686,Yes,Yes,No,Estimate In Progress,LE Landscapes,2780.8
EST5870460,Yes,Yes,Yes,Estimate In Progress,Parking Lot Sweeping,0
EST5868769,Yes,Yes,No,Client Proposal Phase,LE Tree Care,48.88
EST5867936,Yes,Yes,No,Estimate In Progress,LE Paving,37418.13
EST5868639,Yes,Yes,No,Client Proposal Phase,LE Tree Care,48.88
EST5868703,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5868385,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5869159,Yes,Yes,Yes,Billing Complete,LE Irrigation,166.67
EST5868919,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST5869131,Yes,Yes,Yes,Billing Complete,LE Irrigation,1644.44
EST5866636,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST5866647,Yes,Yes,No,Client Proposal Phase,LE Landscapes,402.11
EST5865789,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5866129,Yes,Yes,No,Estimate In Progress,LE Paving,3001.4
EST3396170,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3396183,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3395965,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5864191,Yes,Yes,No,Estimate In Progress,LE Landscapes,233.67
EST3395912,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3396225,Yes,Yes,Yes,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5865802,Yes,Yes,No,Estimate In Progress,LE Landscapes,1588.7
EST5863243,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5863421,Yes,Yes,No,Estimate In Progress,LE Paving,905.92
EST3395122,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3395126,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST5863948,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5863190,Yes,Yes,Yes,Work Complete,LE Landscapes,0
EST5861096,Yes,Yes,No,Estimate Lost,LE Tree Care,97.76
EST5859867,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5861632,Yes,Yes,No,Estimate In Progress,LE Paving,7880.9
EST5859835,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5853085,Yes,Yes,Yes,Contract Signed,LE Irrigation,0
EST5853405,Yes,Yes,No,Estimate In Progress,LE Paving,9063.12
EST5852682,Yes,Yes,Yes,Billing Complete,LE Irrigation,1611.1
EST5853332,Yes,Yes,No,Estimate In Progress,LE Paving,2427.08
EST5851245,Yes,Yes,Yes,Work Complete,LE Tree Care,97.76
EST5851367,Yes,Yes,No,Client Proposal Phase,LE Tree Care,146.64
EST5851258,Yes,Yes,No,Estimate In Progress,LE Paving,1683.6
EST5846941,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5847461,Yes,Yes,Yes,Contract Signed,LE Irrigation,0
EST5847116,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST3379415,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3379314,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5848234,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2187.88
EST5846923,Yes,Yes,No,Work Complete,LE Paving,0
EST5847209,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST3379331,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST3379284,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5847228,Yes,Yes,No,Estimate In Progress,LE Landscapes,203.73
EST5844460,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5842110,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5842176,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5842140,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5842065,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5842019,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5841786,Yes,Yes,No,Estimate In Progress,LE Paving,1004
EST4320967,Yes,Yes,Yes,Contract Signed,LE Irrigation,5141.79
EST5839262,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5839272,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5838748,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5838658,Yes,Yes,No,Estimate In Progress,LE Landscapes,489.23
EST5840195,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST5837933,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5836629,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5836235,Yes,Yes,No,Client Proposal Phase,LE Irrigation,3787.99
EST5836319,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2499
EST5836351,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2343.44
EST5836363,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2187.88
EST5836372,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2187.88
EST5836381,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2343.44
EST5836403,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2343.44
EST5836417,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2499
EST5836426,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2499
EST5837744,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST5833516,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5830408,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5831996,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5831880,Yes,Yes,No,Estimate In Progress,LE Landscapes,5285.82
EST5827035,Yes,Yes,No,Estimate In Progress,LE Landscapes,5163.69
EST5828331,Yes,Yes,Yes,Contract Signed,LE Paving,0
EST5828851,Yes,Yes,No,Estimate On Hold,LE Tree Care,439.92
EST5828321,Yes,Yes,No,Estimate In Progress,LE Landscapes,342.32
EST5741789,Yes,Yes,No,Client Proposal Phase,LE Tree Care,387.34
EST5826572,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5825447,Yes,Yes,No,Client Proposal Phase,LE Tree Care,73.32
EST5825650,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5825259,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5823854,Yes,Yes,No,Client Proposal Phase,LE Tree Care,24.44
EST5823939,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5823799,Yes,Yes,No,Client Proposal Phase,LE Tree Care,12.22
EST5825141,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5825590,Yes,Yes,No,Estimate In Progress,LE Paving,1957.01
EST3354462,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST5818521,Yes,Yes,Yes,Billing Complete,LE Irrigation,55.56
EST5819335,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5818325,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818332,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818378,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818392,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818416,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818430,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818449,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818490,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5818502,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST3351938,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5818562,Yes,Yes,Yes,Billing Complete,LE Irrigation,111.11
EST5818536,Yes,Yes,Yes,Billing Complete,LE Irrigation,166.67
EST3352762,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5816219,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5815189,Yes,Yes,Yes,Billing Complete,LE Irrigation,1333.33
EST5026881,Yes,Yes,Yes,Billing Complete,LE Maintenance Enchancements,0
EST5812627,Yes,Yes,Yes,Estimate In Progress,LE Irrigation,0
EST5812715,Yes,Yes,Yes,Estimate In Progress,LE Irrigation,0
EST5812744,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST5812753,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST5811543,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5814054,Yes,Yes,No,Estimate In Progress,LE Landscapes,762.71
EST5810265,Yes,Yes,Yes,Contract Signed,LE Landscapes,1713.84
EST5807460,Yes,Yes,No,Estimate Lost,LE Landscapes,0
EST5807781,Yes,Yes,Yes,Contract Signed,LE Landscapes,518.84
EST5844366,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5807800,Yes,Yes,No,Estimate In Progress,LE Paving,10517.4
EST5803012,Yes,Yes,No,Estimate In Progress,LE Landscapes,1906.63
EST3342416,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3341651,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5801572,Yes,Yes,No,Estimate Lost,LE Tree Care,244.4
EST5800151,Yes,Yes,No,Estimate Lost,LE Tree Care,24.44
EST3339701,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST5800099,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5800980,Yes,Yes,No,Estimate In Progress,LE Paving,205.92
EST5799817,Yes,Yes,No,Estimate Lost,LE Tree Care,220.05
EST5801673,Yes,Yes,No,Client Proposal Phase,LE Tree Care,488.8
EST5801482,Yes,Yes,Yes,Estimate In Progress,Line Painting,0
EST3340219,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340288,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340318,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340354,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340365,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340372,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340386,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340414,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3340456,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339633,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339607,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339221,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339064,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339038,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339396,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339431,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339498,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339468,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339453,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339265,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339238,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3339247,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3338967,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5800323,Yes,Yes,No,Client Proposal Phase,LE Landscapes,17103.62
EST5800936,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5812890,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5797096,Yes,Yes,No,Estimate In Progress,LE Paving,3701.34
EST5797215,Yes,Yes,No,Estimate In Progress,LE Paving,70.26
EST5794485,Yes,Yes,No,Estimate Lost,LE Tree Care,146.64
EST5793652,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5795153,Yes,Yes,No,Client Proposal Phase,LE Landscapes,8743.12
EST5794624,Yes,Yes,No,Estimate Lost,LE Tree Care,24.44
EST5795241,Yes,Yes,No,Client Proposal Phase,LE Landscapes,4873.34
EST5788952,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST5787617,Yes,Yes,No,Estimate In Progress,LE Landscapes,495
EST5787631,Yes,Yes,No,Estimate In Progress,LE Landscapes,1259.12
EST3331516,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3331602,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5787231,Yes,Yes,Yes,Contract Signed,LE Landscapes,1585.09
EST5787601,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST3327355,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3323557,Yes,Yes,Yes,Estimate Lost,LE Maintenance (Summer/Winter),0
EST5776826,Yes,Yes,No,Estimate In Progress,LE Paving,2270.72
EST3324208,Yes,Yes,Yes,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3324213,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST5778044,Yes,Yes,Yes,Work Complete,LE Tree Care,0
EST5777080,Yes,Yes,No,Estimate In Progress,LE Paving,9353.78
EST3323708,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3323732,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3323741,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST5775300,Yes,Yes,Yes,Work Complete,LE Tree Care,24.44
EST3322412,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST5771989,Yes,Yes,Yes,Contract Signed,LE Landscapes,121.59
EST5771249,Yes,Yes,No,Estimate In Progress,LE Paving,4591.12
EST5770922,Yes,Yes,Yes,Work Complete,LE Paving,1914.9
EST5769916,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5771994,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2033.68
EST5771915,Yes,Yes,Yes,Contract Signed,LE Landscapes,1568.96
EST5770259,Yes,Yes,Yes,Billing Complete,LE Irrigation,111.11
EST5770273,Yes,Yes,Yes,Billing Complete,LE Irrigation,111.11
EST3316376,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST5764806,Yes,Yes,Yes,Work Complete,LE Tree Care,97.76
EST5764478,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5764895,Yes,Yes,No,Client Proposal Phase,LE Landscapes,8533.63
EST5764767,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5763559,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5763195,Yes,Yes,Yes,Estimate In Progress,Line Painting,0
EST5839287,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5764834,Yes,Yes,Yes,Work Complete,LE Tree Care,31.98
EST5762772,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5741852,Yes,Yes,No,Estimate Lost,LE Tree Care,0
EST5761178,Yes,Yes,Yes,Contract Signed,LE Tree Care,526.5
EST5760568,Yes,Yes,Yes,Work Complete,LE Tree Care,48.88
EST5760381,Yes,Yes,Yes,Work Complete,LE Tree Care,107.16
EST5760448,Yes,Yes,No,Client Proposal Phase,LE Tree Care,73.32
EST5760513,Yes,Yes,No,Client Proposal Phase,LE Tree Care,146.64
EST5542152,Yes,Yes,No,Estimate In Progress,LE Paving,5789.44
EST5755851,Yes,Yes,Yes,Billing Complete,LE Irrigation,0
EST5757741,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5754403,Yes,Yes,Yes,Work Complete,LE Paving,4487.92
EST3310318,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST3311292,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3307570,Yes,Yes,Yes,Contract Signed,LE Maintenance (Summer/Winter),0
EST3307468,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3307613,Yes,Yes,Yes,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST3309156,Yes,Yes,No,Estimate In Progress,LE Maintenance (Summer/Winter),0
EST5751743,Yes,Yes,Yes,Billing Complete,LE Irrigation,500
EST5754383,Yes,Yes,Yes,Work Complete,LE Paving,0
EST3307548,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3307411,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST3305946,Yes,Yes,Yes,Email Contract Award,LE Maintenance (Summer/Winter),0
EST5747905,Yes,Yes,No,Estimate In Progress,LE Landscapes,959.14
EST5748672,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST5744543,Yes,Yes,Yes,Work Complete,LE Paving,0
EST3302343,Yes,Yes,Yes,Estimate Lost,LE Maintenance (Summer/Winter),0
EST3302351,Yes,Yes,Yes,Estimate Lost,LE Maintenance (Summer/Winter),0
EST5742936,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST5742941,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5742946,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5742964,Yes,Yes,Yes,Work Complete,LE Paving,0
EST5742968,Yes,Yes,Yes,Work Complete,LE Paving,1400.89
EST5742616,Yes,Yes,No,Estimate In Progress,LE Paving,0
